G_losses,D_losses
0.8721882104873657,1.3845200538635254
0.874197781085968,1.341607689857483
0.886476993560791,1.2980774641036987
0.9131598472595215,1.2665318250656128
0.9290622472763062,1.2332532405853271
0.9521676301956177,1.198868989944458
1.0004570484161377,1.1636631488800049
1.0821044445037842,1.1449453830718994
1.1832947731018066,1.058847188949585
1.3224464654922485,0.9812360405921936
1.4863895177841187,0.8116688132286072
1.627746343612671,0.777530312538147
1.7446047067642212,0.7497192621231079
1.8492012023925781,0.7074747085571289
1.955243706703186,0.5595397353172302
2.0536611080169678,0.5207650661468506
2.163457155227661,0.4373365044593811
2.2616209983825684,0.40683692693710327
2.372584819793701,0.31127244234085083
2.4804601669311523,0.30853116512298584
2.5664687156677246,0.2743026614189148
2.6432039737701416,0.2481650710105896
2.7193872928619385,0.22876016795635223
2.811903476715088,0.18544548749923706
2.91467022895813,0.17596089839935303
3.0032694339752197,0.14993783831596375
3.0716702938079834,0.13443772494792938
3.1414711475372314,0.12720824778079987
3.2018039226531982,0.10784593969583511
3.2536087036132812,0.11112207174301147
3.302433729171753,0.09062497317790985
3.339136838912964,0.10753367841243744
3.3922533988952637,0.09675052762031555
3.4471001625061035,0.08328653872013092
3.4945826530456543,0.08191460371017456
3.5452969074249268,0.07367941737174988
3.5929813385009766,0.0690653920173645
3.651790142059326,0.06305305659770966
3.6952567100524902,0.0828402191400528
3.7458953857421875,0.057946618646383286
3.7970893383026123,0.05806244909763336
3.8602256774902344,0.05367401987314224
3.9177582263946533,0.052365273237228394
3.9687857627868652,0.05027592182159424
4.019510746002197,0.051639627665281296
4.06223726272583,0.04096459597349167
4.089921474456787,0.04309753701090813
4.1196088790893555,0.04782912880182266
4.1566290855407715,0.043120376765728
4.192501068115234,0.045932918787002563
4.242265224456787,0.038369402289390564
4.296722888946533,0.04217447713017464
4.3424882888793945,0.03542046621441841
4.394720554351807,0.03307579457759857
4.41052770614624,0.02949964813888073
4.453202247619629,0.03095768392086029
4.466811180114746,0.029298892244696617
4.4770283699035645,0.026929151266813278
4.500565528869629,0.028096560388803482
4.532310485839844,0.027155257761478424
4.538451671600342,0.031915292143821716
4.567236423492432,0.02918771281838417
4.605539798736572,0.02662336453795433
4.6367292404174805,0.026536239311099052
4.655782699584961,0.02236391231417656
4.668143272399902,0.024893470108509064
4.689599514007568,0.024460241198539734
4.737912178039551,0.023061593994498253
4.775269508361816,0.020194651558995247
4.792875289916992,0.02087527886033058
4.788693428039551,0.019282519817352295
4.770685195922852,0.023552317172288895
4.7675065994262695,0.02428068406879902
4.817521572113037,0.02081390842795372
4.862542152404785,0.019338861107826233
4.901312828063965,0.018484245985746384
4.93715763092041,0.017440639436244965
4.972771644592285,0.016383899375796318
5.007743835449219,0.01673075184226036
5.031869411468506,0.01643211767077446
5.059014797210693,0.016091633588075638
5.077467441558838,0.016084682196378708
5.108853816986084,0.01492446381598711
5.138548851013184,0.013844376429915428
5.155628204345703,0.015190229751169682
5.172774791717529,0.014104866422712803
5.163280487060547,0.016405554488301277
5.175073146820068,0.017025232315063477
5.142206192016602,0.022288594394922256
5.400659084320068,0.020291713997721672
5.203627586364746,0.030759459361433983
5.149489402770996,0.018411993980407715
5.553185939788818,0.03186538442969322
5.576098918914795,0.01379118487238884
5.553280353546143,0.013624406419694424
5.496739387512207,0.009835468605160713
5.431153297424316,0.010282986797392368
5.484428405761719,0.012135304510593414
5.560904502868652,0.010746987536549568
5.549290657043457,0.012400565668940544
5.541308403015137,0.010157612152397633
